,plot,end_of_season_dry_biomass,accumulated_heat_units,lateStage_NGRDI,lateStage_RGBVI,lateStage_GLI,lateStage_VARI,lateStage_RBRGB,lateStage_IPCA,lateStage_I1,lateStage_I2,lateStage_normalizedNGRDI,lateStage_normalizedRGBVI,lateStage_normalizedGLI,lateStage_normalizedVARI,lateStage_normalizedRBRGB,lateStage_normalizedIPCA,lateStage_normalizedI1,lateStage_normalizedI2,matureStage_NGRDI,matureStage_RGBVI,matureStage_GLI,matureStage_VARI,matureStage_RBRGB,matureStage_IPCA,matureStage_I1,matureStage_I2,matureStage_normalizedNGRDI,matureStage_normalizedRGBVI,matureStage_normalizedGLI,matureStage_normalizedVARI,matureStage_normalizedRBRGB,matureStage_normalizedIPCA,matureStage_normalizedI1,matureStage_normalizedI2,reproStage_NGRDI,reproStage_RGBVI,reproStage_GLI,reproStage_VARI,reproStage_RBRGB,reproStage_IPCA,reproStage_I1,reproStage_I2,reproStage_normalizedNGRDI,reproStage_normalizedRGBVI,reproStage_normalizedGLI,reproStage_normalizedVARI,reproStage_normalizedRBRGB,reproStage_normalizedIPCA,reproStage_normalizedI1,reproStage_normalizedI2
84,PI562971_00,43138.3721,5372,0.010482766081001524,0.15310810869786792,0.07211528815011058,0.017142860754286525,0.08376556548585248,100.51517884324237,69.29296704036433,0.4271069447078356,0.012484629544792875,0.15552963384586135,0.07305347729792316,0.020000731404096965,0.08533970032614174,98.14892654884153,67.62018811993482,0.43293077480502246,0.017959127721178515,0.14448962461351098,0.06906170957953052,0.030259435608686755,0.06906363684060744,70.03363339085175,47.869307719228885,0.4706926389208323,0.020629742869494233,0.14647182303516165,0.07015403341266169,0.03422224383596386,0.06834778724874872,65.05215758311597,44.349875172482264,0.4780756491649,0.038056492609413,0.16060674364803826,0.07868375125945656,0.06432983455689326,0.05388662095960465,54.68282538966129,36.14701264922382,0.5418966405572947,0.03999687908816403,0.1630743704082673,0.08003996513043227,0.06741608786042666,0.0530977362429189,46.500801956444455,30.488540353830796,0.5455934584837908
85,PI562971_01,22311.47909,5372,0.010997660248081817,0.15590931556812698,0.07344492961180532,0.017990030491427954,0.08485112172130439,93.9253150730917,64.71709438219462,0.42623023056004145,0.013013896037192899,0.15997311850524926,0.07525103467784511,0.020921572974694803,0.08648656093043411,90.53084557676968,62.32282606542927,0.43041450928335323,0.029519553952584595,0.16236000452606614,0.0786023001480043,0.04918461377014894,0.06566711238795708,66.6458092067141,44.89892223632661,0.5012017390124556,0.03085059675569445,0.1649573210155402,0.07987131887385919,0.051356424816142235,0.06567954005345365,62.11486552311824,41.6462814056548,0.5053020939785553,0.038791081855526606,0.1689691277774604,0.08258111930980871,0.06494907652204096,0.05811374196530995,69.69085442053306,46.26057832305496,0.5350055164984755,0.04029648170831634,0.17175453991906062,0.08401396452776479,0.06704553297242598,0.05717609812681734,60.39039445567776,39.77712062887243,0.5381981609640895
86,PI562991_00,17222.86818,5372,0.012820320031719606,0.15880882291943874,0.07496106017615407,0.020829149200320474,0.08436498968126054,92.64422754141,63.69165687294273,0.43063560774276305,0.014337859681678803,0.1612999907636142,0.07600161540028928,0.023025374042221897,0.08572603947111773,89.30163131393753,61.386566282152295,0.43425958681773474,0.020736341832305633,0.14999638437547122,0.07193778858489586,0.03430594993068007,0.06892401958746773,68.98873425486778,46.89328985666768,0.47577306774496303,0.022467009754611446,0.1518848223006067,0.07297734155153932,0.03694175374894142,0.068259412457058,63.96520385274126,43.37082304691244,0.48141293675621594,0.039785627129205116,0.16550513959667654,0.08106959910456381,0.06708961153884278,0.05473878562157405,58.20639748519726,38.46941708446889,0.5437589232506377,0.04131128509225466,0.16780952904164118,0.08228057876145568,0.06956739453703496,0.05417207478849067,52.87726134396671,34.74884094816915,0.5473420770650499
87,PI562991_01,12856.73186,5372,0.018072500689877778,0.152724663668604,0.07288218604317348,0.030053924304283695,0.07404190352492364,75.75654310824267,51.7642576046844,0.46124214699019245,0.01961121863664693,0.15535963882706055,0.07408759552818621,0.032273457513482665,0.07464119793652595,70.32399623358428,47.92629547119141,0.4650434683507948,0.026171583761001926,0.1661115361141487,0.08004352870121803,0.04291061983561848,0.07220978368545916,75.96598058351329,51.35980397882596,0.48141755751321014,0.027109208674183153,0.16886307236174458,0.08143546962192356,0.04431540486206047,0.07198206490089354,66.69539166840029,44.77351669526436,0.4847073194006799,0.035608074230859474,0.16659838883358924,0.0811941809646907,0.05938023469242889,0.0606343909090415,69.8217725441104,46.55405587837344,0.5232267638698953,0.036693620861920136,0.16928990301294405,0.0826013737709307,0.06105354907693429,0.060009413582013234,61.98046652997127,41.11922574434124,0.5258606374263763
88,PI563196_00,52490.87101,5372,-0.0012789948308967426,0.13488747242725252,0.06237170100212093,-0.0006759295479930671,0.08767329894683573,77.1379618326823,53.915253159494114,0.39842025601502623,0.0016055595024943436,0.13648851242932405,0.06331045038320797,0.0032489000848727302,0.08750668648969039,72.11994430079605,50.353090263135506,0.4040578553170869,0.03717883350909682,0.16986980633810161,0.08280174825340506,0.06301713366701728,0.06101228135958077,61.849446702003476,40.761633425951004,0.5284468678757548,0.0396379498095484,0.17097738664597273,0.08351823200937356,0.06695740679278965,0.06009495996113397,58.57212253808975,38.40518609285355,0.5353195248171687,0.0405735370409472,0.1692745764132427,0.08296719225852382,0.06810641844513941,0.056171446755204454,58.86806568892106,38.90597371433092,0.5430794779373251,0.042381936537466254,0.1700318208693162,0.08338452592168162,0.0711701409992478,0.055838288941785,56.13425490130549,36.91368934382563,0.5485912077128887
89,PI563196_01,23384.18437,5372,0.0033055591860394066,0.15687522732875717,0.07260136280051416,0.0060976973988071045,0.09511629557630541,94.98683010692328,66.08785716580672,0.3931321829137668,0.006833930757072148,0.15962923339135207,0.07382075152766532,0.011032706867437377,0.09584809338647712,91.61534737869047,63.67646715674602,0.4001125905295493,0.027805277671439893,0.17972924725321315,0.08639651006900219,0.04499789712413041,0.07858409652573947,75.65569878904611,51.16655153876183,0.47263640365344567,0.02953769992911971,0.18185516511833907,0.08751248173265645,0.0476391631609841,0.07831406115785537,70.95047578235601,47.63100517836193,0.47833693367522834,0.034522040779443625,0.16843867105328372,0.08201105307994612,0.05741513115612578,0.06325213155812683,59.844815254211426,39.94928072558509,0.5166393762661351,0.03610323793125438,0.17020555958151815,0.08291055939884645,0.05988145050489235,0.06264112662110059,55.05346971087985,36.465684135754906,0.5213381422476636
90,PI562985_00,21734.0813,5372,0.022460866909848963,0.18767576669372102,0.08907262741957066,0.03511584660846665,0.08983409125943599,109.77652673301456,74.87492743678062,0.4375906980262612,0.02323995856275344,0.19104744222179149,0.09040236027923015,0.03628084290796101,0.0925989707685866,107.24175261251581,73.05599237837882,0.44081283496610774,0.026605970780883066,0.17513342555481168,0.08396436105045461,0.0431426098855205,0.07706996836652573,83.4017754210684,56.5220393115153,0.4722463745623827,0.028793599724303887,0.17757332744076848,0.08523762300610538,0.04652140967664305,0.07677928111515935,78.3905440568924,52.96346478462219,0.4790995540097356,0.044299125862973035,0.18120582112244196,0.08877129695245194,0.07369094889078817,0.05884188705257003,66.99424464634487,44.224642007010324,0.5450281061444964,0.04616222364561894,0.1837748580319541,0.09012341375861845,0.07673888338463643,0.058119118298803014,59.882694386073524,39.25746820722308,0.5490466552121299
91,PI562985_01,11043.18014,5372,0.008258815431973824,0.1416968949415065,0.06671265240896626,0.01416433546174729,0.07967900636571419,79.92362094455295,55.233672036064995,0.43109558953179256,0.010221783836931068,0.14368769703087977,0.06764895561392656,0.017039398965856923,0.08012268783317666,74.97856045475713,51.766420406765405,0.4353802005449931,0.02033210949467932,0.15423004324264405,0.07384010390296813,0.033736213881099986,0.07212597121961424,71.61934085871009,48.745856062990306,0.4696393143046986,0.022351865389976945,0.15645727948708962,0.07511911642822348,0.03674596306218789,0.07105461657047267,65.95316760901248,44.763793818155925,0.4760881566640103,0.04141614007860862,0.1690106329077215,0.08293776536610585,0.06953292907173948,0.05492762615209191,55.14465535576664,36.30605289117614,0.5470116420913098,0.04312889726915907,0.1705496748214337,0.08381263361270744,0.07234314245296944,0.0538435948651228,48.009766863353214,31.29125582282223,0.5511857638163353
92,PI585608_00,20770.85604,5372,0.0007387471988871653,0.15239496495014698,0.07027502438309141,0.002109809223470406,0.0957545814122639,93.49648288652008,65.19547191943998,0.38690393461900596,0.004034917678700055,0.15326670226123593,0.07084934997792333,0.0067689247579455205,0.09640178965782024,89.29165123334897,62.30775621202257,0.3935864236619737,0.024752270051630144,0.17794075501816614,0.08509154039035946,0.040311438359605614,0.08134990473765698,71.21603300457909,48.3892575218564,0.46174644820746924,0.02783987154474566,0.1794831794464872,0.08606182236135711,0.04493235806945619,0.08056209278514694,66.47694267545428,45.01326131820679,0.4702700637280941,0.041495075970444606,0.1827975335930075,0.08933945796230715,0.0683094563095697,0.06341350386806183,61.77419342313494,40.95802655674162,0.5301454359931606,0.043035637631657526,0.18457532239456972,0.09019509177388885,0.07087602847743597,0.06289298289145029,57.15984124229068,37.69694139843895,0.5349561550787517
93,PI585608_01,14217.59163,5372,-0.006156475537646167,0.13898519060747347,0.0634897507414846,-0.008840820621247712,0.09626509010524088,88.76285137245041,62.23395323610591,0.3723008641582763,-0.003663694010252789,0.13938088086015446,0.0636873830578284,-0.005571136261635558,0.0979127425053519,84.81590851195558,59.457561275916184,0.3768279572089989,0.026251600460421416,0.16801358247461495,0.08081327303329855,0.04344691564111132,0.07335497857145733,68.89190919560157,46.6272871216382,0.4803804012895362,0.0288633837184634,0.16982856438569496,0.08182631572422801,0.04745898992280282,0.07263492260333947,64.53214103605119,43.54005454361804,0.4879733150356386,0.04351118176451155,0.18181853348182309,0.08905590431143837,0.07209797541921334,0.06027769575723339,63.54434506098429,41.97793613009983,0.5407326855593257,0.04503460094953573,0.18332408426536453,0.08982795114732448,0.07458487219280663,0.059468473193960016,56.96892108917236,37.33429893917508,0.5446916558676296
94,PI641815_00,23125.6029,5372,-0.002201186368664016,0.12856319305816089,0.059493885900741186,-0.002821148255075363,0.08469652546975841,87.30795881801978,61.09299078919834,0.4002626766835837,0.0010521590899079864,0.1312816753087187,0.06082834939199279,0.0019586285435300365,0.08542535933000699,82.61630165845828,57.78223883119741,0.406026435973949,0.01857459849050622,0.14423731575650392,0.06918295105526825,0.03130317897182798,0.06825735422540931,67.73775492409204,46.15530786636669,0.4738101291435736,0.02164872080100862,0.14665106628780009,0.07060910662475187,0.036097522742721426,0.06721587607889995,64.43079545762804,43.68242848949668,0.48309948562104027,0.03566889405589208,0.16130393269387155,0.07888360922648145,0.05995336098765781,0.05744911081185841,53.642324129740395,35.49006277142149,0.5304858070431333,0.0391582985069941,0.1628006113072236,0.07980844592957781,0.06571519165299829,0.05658361200017455,50.270429929097496,32.99420937624845,0.5400087280255376
95,PI641815_01,19496.70815,5372,-0.0032342457605207364,0.12453424356256917,0.05752739347776186,-0.00427686797593197,0.08355295652937554,83.80748748779297,58.74155325359769,0.40058876015245914,-0.000297888491736062,0.12730005026484525,0.05882039183699003,-6.582826088360024e-05,0.08444582200091741,78.76241440243192,55.162863413492836,0.4052188541326258,0.0166156161306375,0.13468641008032303,0.06455907329254695,0.028325572736648007,0.06475248651113356,61.97896509974089,42.27807406114007,0.47607239726930856,0.019874649628718506,0.1375147917307913,0.06619730715174224,0.03336436399017653,0.06361209843307729,58.735715329647064,39.86132904291153,0.4856813294813037,0.036708412974577546,0.1607467214754551,0.07868849837108151,0.06193200864888336,0.05577999762544738,52.76131586945815,34.8525147851492,0.5359654645354761,0.039907254249051255,0.16211326256652783,0.07955304804564896,0.06711299108029098,0.05478853652673646,48.78457887462109,31.9648686723213,0.5448029947418698
96,PI329841_00,47971.0335,5372,0.019016412125838288,0.15461335030485346,0.07385090844010012,0.031933514496693016,0.07410719636154457,75.77201958162239,51.70262043734631,0.46389053295175714,0.02141866828382456,0.15638812281281111,0.07489919752241612,0.03551467806549672,0.07360404525625414,69.6039328517684,47.37343947858695,0.47085303714476434,0.03630846320274503,0.16577166975254104,0.0808680128040058,0.06137939796982595,0.059472360190868864,61.516643819354826,40.72874549457005,0.5288057314852873,0.03882955642239674,0.16653933677644953,0.08132019403967115,0.06558043466481775,0.058529004281375606,59.11829279717945,38.98890209197998,0.5365079550870827,0.041888089040929236,0.164344551126388,0.08070917097343634,0.07122603864461942,0.05141339973885222,55.25542543151162,36.302141070365906,0.5553927631540732,0.04370850855907928,0.16523119273849507,0.08121456328610123,0.0743580075888365,0.050854616417464846,52.63637228445573,34.44340094653043,0.560612419958819
97,PI329841_01,20414.77891,5372,-0.000828323880829513,0.13360193558037275,0.06177277340576412,0.0003952164289530131,0.08646445385203125,76.38198184967041,53.23110158268998,0.4021035936184046,0.001527575978288056,0.13423597303832446,0.06225716231799703,0.0037084565840082248,0.08649718768258643,71.21985789043147,49.67514216609118,0.4075378831930277,0.023558278450708108,0.14973825589821757,0.0720791034096604,0.03978867831295873,0.06543663349896595,61.32712965257635,41.4496802123129,0.4899384313159519,0.026612243370043746,0.15021314012047682,0.07256967818111545,0.04456421031967308,0.06434512874226507,58.5447024828122,39.40290618237154,0.49892876508795186,0.04302822324265347,0.16737175073431826,0.08227318345472727,0.07291978798892303,0.05190259563982825,54.00757946365181,35.38088506939767,0.5569398711467611,0.0452733053986368,0.168209902685264,0.08278289231760745,0.07664256591092919,0.05106152908812305,49.92792520851925,32.474043813245046,0.5629855274469003
98,PI593916_00,37150.01991,5372,0.002739851669755894,0.13699935076857456,0.06401345845774782,0.0051452770744644495,0.08376964097897678,80.24223846796701,55.79989871188734,0.41225927204070006,0.004782402062312938,0.13908514680241688,0.0649089161416835,0.00803983169302786,0.08453080840629229,74.85522702459753,51.991372159246865,0.41697298016773876,0.019335739289201827,0.15083344340141566,0.0723177372403671,0.03242212557573113,0.07146899098176163,65.44066271167591,44.55278794458307,0.4696864206001071,0.021355807266456597,0.15249099806408206,0.07326169101738486,0.03555642786857873,0.07061710446341633,60.521989869193796,40.98276371166018,0.4757915972931985,0.03330909476635299,0.16240730421974303,0.07908417250802538,0.055778422799119876,0.06104292156808866,60.480388884848736,40.348053404625425,0.5183423559399362,0.035409815302316766,0.16463935941933316,0.08027803523347095,0.0590829392994179,0.06020104992104333,53.88154500596067,35.60543604100004,0.5239537875068948
99,PI593916_01,18927.40947,5372,-0.0031345522625605923,0.13301099214372752,0.06140885518604437,-0.004321943971435623,0.08868213768906981,86.6992504747608,60.71022129058838,0.391357224010214,-0.0009221466382688372,0.13497552285088765,0.062148149278533564,-0.0012666459024561082,0.08984439235322078,81.36421098588389,56.93142531189737,0.3957045695072488,0.012717181268632064,0.1384835180239643,0.06586188170011104,0.02134330518158101,0.07198990617594976,68.98498851118156,47.369989580537016,0.4540099738500057,0.014897347214849605,0.14021667174230784,0.06683098140339816,0.024635967488836404,0.0713487363969668,64.70696349021716,44.23607362845005,0.4607077582906454,0.03225480918339341,0.16174249138769714,0.07865800078265192,0.05404788957973721,0.06195267827011814,62.63753562749818,41.84961187007816,0.5145361383640489,0.03432188461653796,0.16354860781237138,0.07970118245413133,0.057232979777117415,0.060731436364179395,54.376145972762,35.911312164262284,0.5202643199022426
100,PI217691_00,18664.85426,5372,0.0009862241880508155,0.14127181205281447,0.06557726556080978,0.0020444863558885347,0.08846837901538862,94.17606054200716,65.63270505659419,0.3995441942492877,0.003115025335569995,0.14295825695881811,0.06616092400133972,0.005128171823706678,0.09044832813959176,91.41610324602186,63.67140855379631,0.40462567707512276,0.01724979592800966,0.14453024289956903,0.06921012660988216,0.029138764201068187,0.0701512191217483,67.82841018351112,46.318058490753174,0.4676237280775861,0.01911327850535683,0.14587740154891474,0.07001030131629322,0.031912813255408595,0.06930723302520626,61.058331733796656,41.47056237662711,0.47306107420746873,0.042493207053395696,0.17197645991517785,0.08443051014553032,0.07123991147729385,0.055450696040663765,59.83980495609038,39.38613714251602,0.5485489412009368,0.04397960909103088,0.17317722328225074,0.08508508900801337,0.07352341210458707,0.05426146100923328,52.5812094615914,34.24898800097014,0.5526204199818839
101,PI217691_01,17295.94966,5372,0.0031831215735321633,0.1516056938928628,0.07047114535322725,0.0053761829529653,0.0920500852308183,92.62751294981759,64.39034808656704,0.3972182924267631,0.005383806209425478,0.15275014768231587,0.07077039065975808,0.008525481336287326,0.09382351534733978,88.94015447148738,61.75584046945632,0.4030203195113056,0.02620234995975336,0.1633115967781078,0.07864008641733625,0.04396414613198959,0.0706753238365508,74.2041420238774,50.11014314977134,0.4864193980650204,0.02855289223136819,0.1659522965641283,0.0800258327139223,0.047536795408033336,0.07003366136241973,67.7845271273357,45.56745876917025,0.4929012819761183,0.04431488083923134,0.17700690681362424,0.08692344095062654,0.07404944350178527,0.056293080006376124,60.922237484441325,40.058090899031974,0.5506698106754722,0.045997229560865105,0.17842853900497357,0.08768998564495513,0.07668265530225854,0.055295154301589586,53.88659989902739,35.0718056563008,0.5549733678385013
102,PI641810_00,30417.92508,5372,0.0007974442493341142,0.13636159378549323,0.06342013249671233,0.001968219602830857,0.08577862872470235,85.05668888921323,59.28899401315251,0.40452289877470976,0.0037437958033603026,0.1388197218224128,0.0644695354822259,0.006230074064911944,0.08679573814043344,80.99706274233989,56.42282253170606,0.4109760554310698,0.026011764746960913,0.15838449638300012,0.07643512915819879,0.04360326122195602,0.06770631975245354,65.9868877240927,44.55490250634675,0.4907994201720351,0.028381061630530887,0.1608179770963322,0.07776044610666458,0.047312288838559674,0.06661894432462674,62.19586073526062,41.726129045580876,0.4981184830464939,0.04074179731965569,0.17573960760438984,0.08604859619994051,0.06769560331436378,0.06003373148004436,57.99630322239616,38.27901864051819,0.5358738543635065,0.0431882793411866,0.1769704221832481,0.08677783231674266,0.07165859997357153,0.05931188513270829,53.04625938155434,34.68949683146043,0.5422891816970977
103,PI641810_01,24363.53754,5372,0.003961175958322567,0.13795706503319013,0.06449425956516551,0.00720759651457861,0.08274454537666201,84.9407022302801,59.03040696346399,0.4165968018950838,0.007076327527421638,0.1402009697123007,0.06561240048119511,0.011767749779656582,0.08359904612104094,80.055947933775,55.52695220600475,0.42306117848916486,0.030337188377331382,0.16261664745600324,0.07878165842490904,0.05130809822554699,0.0650199095135401,66.5080086015026,44.569703961011044,0.5059664527081554,0.032937101186802625,0.1649505392364833,0.08010578669191143,0.05541552091306592,0.06397304854759586,62.41107227491296,41.584014483860564,0.5135599021215617,0.04340825518804852,0.17512053052302112,0.08599134830927303,0.0725653860294683,0.05629694470289075,56.23767044327476,36.953698098659515,0.548858782615174,0.04579894392835819,0.17661461725153704,0.08682851425626058,0.076584216969257,0.0554730554788627,52.127027760852464,33.99142388863997,0.5551635816015981
104,PI35038_00,31379.75427,5372,-0.014426523317726779,0.12072230052823817,0.05408871047095287,-0.021274835656084963,0.0955511717798395,91.0399240122901,64.57530711756812,0.35833366204881006,-0.01234420876163412,0.12171159829530447,0.05452957973142874,-0.018439862205317074,0.09654178635941608,87.64973341094122,62.21308840645684,0.3620304801604814,0.011537179444440783,0.13548951612074506,0.06423668664472766,0.02004531310425278,0.0716805014668441,64.12827126288263,44.10156034960244,0.45313922406696694,0.015019797973874958,0.13740464704247504,0.0654077326152019,0.025244943973808467,0.070729662959532,60.427761822212034,41.40753348280744,0.4615683929949272,0.037006208050400856,0.16596361725817066,0.08113069104901428,0.06203731054925086,0.05863846104437779,54.95216426059339,36.40331974819567,0.5310195892520205,0.03953083095928792,0.16765227495036886,0.08209970668399118,0.06611442334465018,0.05775175345014534,50.96516928588145,33.49317412404619,0.5379960498160864
105,PI35038_01,21658.97633,5372,-0.00579944096450531,0.1379754723590097,0.06299540655756433,-0.008402609942286159,0.09493343028481356,98.21376917097304,68.96404864464277,0.3749216143731718,-0.002212808059006031,0.13916300425742875,0.0636446058152266,-0.0032622675103140633,0.09631475206050605,94.98410175464771,66.65915513921667,0.37925801895282885,0.016074188730536548,0.1595421113751151,0.07578153682477543,0.02671803042881724,0.08087061234947403,78.63253784179688,53.873352212616894,0.4454090765028289,0.01910062371102726,0.16173544923464453,0.07712695747613903,0.031218424715828395,0.08020509738813743,73.84756060513583,50.344634061871155,0.45290703556754375,0.04072320249463826,0.18058524634156908,0.08825661186661035,0.0672704817886863,0.06304465875029559,65.56185968671527,43.42989208766392,0.529877828019006,0.043028427351798286,0.18243959384305133,0.0892957677372864,0.07107085692031039,0.06222417939986497,60.885601370675225,40.043424486432755,0.5367415159089225
106,PI641830_00,26239.14063,5372,-0.011043544125132901,0.12872394539924878,0.058310787060431024,-0.016574230185176224,0.09614123489638289,84.78415550800584,59.8486163216348,0.3627386424482239,-0.009194784289682031,0.12928054722384633,0.058474102306254855,-0.014250156270254732,0.09718473799387857,80.5696886903751,56.8436501425986,0.36684451247594374,0.004233153895668119,0.13557887676038907,0.0635998989233658,0.007842560403722523,0.08119402950008706,66.84682985714504,46.38566570054917,0.4207302223713625,0.006356018124452434,0.13652518187605195,0.06422224629759074,0.010657482450808053,0.08011668199850686,61.110516900107974,42.17237307911827,0.4267123992599192,0.02346086654423175,0.1571159991721867,0.07562116221342668,0.039266106539747936,0.07024935458126011,64.02037625872224,43.32459998530383,0.4809020672763526,0.024962030900395088,0.15848121567311896,0.07635728215705079,0.04129410269309231,0.06924959958931583,58.14448180811365,38.81781532244975,0.48513146352501557
107,PI641830_01,14237.53989,5372,-0.013620265521581777,0.13037719116969537,0.05859976954983938,-0.02055906863939578,0.10036831301721655,96.25964054916844,68.12318831935073,0.35012995492328297,-0.011280440343508571,0.13080944346659107,0.05880810950290069,-0.01752935709743969,0.10200383613506948,93.85489697311864,66.4356922901038,0.3538874039144227,0.016422066189629648,0.15091143065580614,0.07185712813135278,0.02840182333854082,0.0755065856300248,69.8004463572561,47.62962892320421,0.45811170284394864,0.02017715212378438,0.1533399934386029,0.07336400775813758,0.033907770196728255,0.07443122031960495,64.0660526840775,43.523344805211195,0.46724863607942324,0.030086137013797146,0.1635099193675721,0.07919749379792108,0.050262732451107864,0.06577866669110158,66.46983638722845,44.65932279952029,0.5027795246940978,0.03298004427454133,0.1655652103747459,0.08033559463442637,0.05461581772505401,0.06495349979067733,62.16959089928485,41.36022193381127,0.5112264062812988
108,PI152591_00,9668.307608,5372,-0.0012864709899231934,0.13107723257569373,0.06071122536479036,-0.0012424196817825528,0.0851444286084914,84.20688322348188,58.79408685181492,0.4014399019322654,0.0007966173446805732,0.13263236390527824,0.06138626497614286,0.0016155594679194835,0.08601034068784043,80.58835993626322,56.265251950700154,0.4046773141206697,0.02482509942935172,0.15474174864275353,0.07475098951811517,0.041341200169228286,0.06691489518213435,66.21702914170815,44.764404296875,0.4891509938407952,0.025950750926325816,0.15665917014571978,0.07574585447428928,0.043092451871595716,0.06639752455685335,58.10261197157309,38.973854709678974,0.49320515171742774,0.035604767646025645,0.15803076211109898,0.07730343525560153,0.06007603262958014,0.05537924991504656,59.2434552201947,39.33608003264492,0.5339495429714907,0.037185616447653544,0.1604249567806142,0.07857982029469264,0.06257288827045447,0.05434401651609287,52.60131948896982,34.63682736702336,0.5383131914925807
109,PI152591_01,9039.398278,5372,-0.004973222693735836,0.13800981096350226,0.06300512476800339,-0.006437964009819539,0.09405193728609723,91.9898131321638,64.63277847338945,0.37975943833589554,0.0002846942210080447,0.13974238187074658,0.06387177128822372,0.0007693588473231144,0.09435542658544499,88.79329013824463,62.39382093380659,0.38793879250685376,0.027539531259160244,0.16572664893771472,0.08001142205964573,0.045519778854213606,0.07030831042088956,69.19469421788266,46.69978966211018,0.4884725342455663,0.029493371576168773,0.16729367004805484,0.08093178321264287,0.04856028772988597,0.06938366567421896,60.72754122081556,40.68087773574026,0.495043915941527,0.035297036344595835,0.16447032095685513,0.08019678633512746,0.05913176924242808,0.05976587616033469,64.56087718036889,43.01810149284406,0.5247347979559063,0.03735423857335649,0.1666660261272037,0.08141330071845966,0.06222458643638814,0.05912491049891134,56.22660131508348,37.20482913518356,0.5297750355833668
110,PI329256_00,16277.23816,5372,0.005067356463523268,0.1495099836406675,0.06977024294335289,0.008546453229870589,0.08836470244804745,93.79564561070623,65.02437915028753,0.4079470324355203,0.0077090132985471365,0.15206800617680352,0.07080718162595416,0.012407044965043832,0.0904906993681514,90.70806985288053,62.82413333171123,0.41266884030522527,0.025332425593660394,0.15892918521745336,0.07661614846438164,0.04226803693584058,0.06883738363265159,71.71611094474792,48.50237364239163,0.4867927794241243,0.0266082279849797,0.16093927270008457,0.0776482897603677,0.04417927158970589,0.0685837634114755,65.5042859448327,44.077001651128136,0.4906220185673899,0.03501349690486673,0.1556896273395978,0.07606091588968407,0.05945466550474516,0.054593849257798824,64.29966369271278,42.78504240512848,0.5341403235215694,0.03603730804752554,0.15783025458222255,0.07714411561028098,0.06108887419395609,0.054277967050438705,59.48324504494667,39.35415522754192,0.536769678350538
111,PI329256_01,12997.6761,5372,0.012463679680346203,0.15284543336363307,0.07219407536228246,0.020730731989472485,0.08114814337181003,84.68344931276688,58.24632886329793,0.4365821055003575,0.014521633636662609,0.1550323563332883,0.07310101214032731,0.02371309327783409,0.08199451368602902,79.89945543182563,54.87602482671323,0.44119188578232477,0.03035329976326716,0.1610579548557852,0.07819286344727129,0.05070653137199244,0.06388953088480191,60.54041445786786,40.54385871644233,0.5066781837469453,0.03172882725810924,0.16172848005962978,0.07860114012554188,0.05290600375100302,0.06312622020768507,55.94692373579475,37.198076150979205,0.5111322425732947,0.03628051885212936,0.15239010984639084,0.07462566983268917,0.06217845071511092,0.050962824150022214,56.12469851252544,37.153762673757164,0.544078319187624,0.03789427422031935,0.15392466024102933,0.07544090906270293,0.06469494998679458,0.05050474481589819,51.300826739115884,33.76063692713358,0.5479382904897253
112,PI562897_00,37197.9055,5372,0.021387223052709157,0.167863517499915,0.08017710035257945,0.034618710374804566,0.07921733664030704,91.66089453348299,62.40400895839784,0.4575425668097124,0.022731938233269654,0.1710566990531799,0.0816394886592539,0.03662488032018807,0.0802366822821701,88.51585898748259,60.18044999750649,0.4612068524811326,0.03483523649990739,0.1761280625873471,0.0855787488984765,0.05735296634552267,0.06761830533791029,70.18147448427189,46.86682769822778,0.5086275072571653,0.0365871421252348,0.1773174386587202,0.08625136871145374,0.06015364597811828,0.06706115621957716,65.73704625953059,43.64783174502924,0.5139421487446898,0.043004308870538674,0.17365749024374538,0.08521977002017715,0.07205758984525533,0.05583874463255318,61.417327736699306,40.43499069435652,0.5487253641666368,0.044848491318610476,0.17523523541383962,0.08603976515316682,0.07503741260531333,0.055364758934998884,57.93620304728663,37.96587148378062,0.5534980643627255
113,PI562897_01,27797.657860000003,5372,0.01755884058996051,0.1570592225506538,0.07481228496606754,0.028979863981542734,0.07742231118878935,85.45035876297369,58.384874867229925,0.4538704111445241,0.020392439367175736,0.15959410460256945,0.0760810776818089,0.03322352284122618,0.07819251409481934,80.26856563149428,54.72088054331338,0.461511339901424,0.03586774394859237,0.16801553257281265,0.08193868851359883,0.05985886515177122,0.06127409396480906,63.87475033047833,42.48847057245955,0.5231934214317346,0.03728914608636607,0.1688147022188464,0.08239178491544115,0.06220299022012869,0.06072879063932197,59.264474011674714,39.19482313228559,0.52736151275001,0.04378724459093059,0.1707106329162012,0.08387104218656362,0.07388845634308047,0.052999678861603776,58.7931456674229,38.58817343278365,0.5559611947021701,0.04560758934398601,0.1719828800890933,0.08457437593659213,0.07679137562147592,0.05229879324112761,52.18868845159357,33.972256037321955,0.560063732957298
